"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00428465","1998-08-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  277",",,0,0800","    0","P,,0","    0","P,,0,","  256",",,0","   94",",,0",,,,,,,,,"  117",",,0,0800",,,,,,
"USC00428465","1998-08-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  256",",,0","  117",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00428465","1998-08-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  250",",,0","  133",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-08-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00428465","1998-08-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  272",",,0","  144",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00428465","1998-08-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","T,,0,0800","    0","P,,0","    0","P,,0,","  278",",,0","  156",",,0",,,,,,,,,"  178",",,0,0800",,,,,,
"USC00428465","1998-08-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  267",",,0","  172",",,0",,,,,,,,,"  211",",,0,0800",,,,,,
"USC00428465","1998-08-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   30",",,0,0800","    0","P,,0","    0","P,,0,","  256",",,0","  133",",,0",,,,,,,,,"  161",",,0,0800",,,,,,
"USC00428465","1998-08-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   15",",,0,0800","    0","P,,0","    0","P,,0,","  211",",,0","  128",",,0",,,,,,,,,"  139",",,0,0800",,,,,,
"USC00428465","1998-08-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","P,,0","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00428465","1998-08-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","P,,0","    0","P,,0,","  261",",,0","  128",",,0","    2",",,0",,,"   18",",,0",,,"  139",",,0,0800",,,,,,
"USC00428465","1998-08-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  244",",,0","  139",",,0",,,,,,,,,"  161",",,0,0800",,,,,,
"USC00428465","1998-08-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  261",",,0","  161",",,0",,,,,,,,,"  211",",,0,0800",,,,,,
"USC00428465","1998-08-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  267",",,0","  117",",,0",,,,,,,,,"  117",",,0,0800",,,,,,
"USC00428465","1998-08-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  256",",,0","  117",",,0",,,,,,,,,"  167",",,0,0800",,,,,,
"USC00428465","1998-08-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  140",",,0,0800","    0","P,,0","    0","P,,0,","  211",",,0","  106",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00428465","1998-08-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  119",",,0,0800","    0","P,,0","    0","P,,0,","  222",",,0","   89",",,0",,,,,,,,,"   94",",,0,0800",,,,,,
"USC00428465","1998-08-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  217",",,0","   94",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00428465","1998-08-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  250",",,0","  111",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-08-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  250",",,0","  133",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-08-31","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  261",",,0","  144",",,0",,,,,,,,,"  172",",,0,0800",,,,,,
"USC00428465","1998-09-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    0","P,,0","    0","P,,0,","  217",",,0","  133",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-09-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    0","P,,0","    0","P,,0,","  206",",,0","  117",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00428465","1998-09-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  239",",,0","  122",",,0",,,,,,,,,"  150",",,0,0800",,,,,,
"USC00428465","1998-09-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  222",",,0","  150",",,0",,,,,,,,,"  161",",,0,0800",,,,,,
"USC00428465","1998-09-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  267",",,0","  150",",,0",,,,,,,,,"  178",",,0,0800",,,,,,
"USC00428465","1998-09-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  306",",G,0",,,,,,,,,"  194",",,0,0800",,,,,,
"USC00428465","1998-09-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  144",",,0",,,,,,,,,"  161",",,0,0800",,,,,,
"USC00428465","1998-09-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   13",",,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  128",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-09-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   13",",,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  139",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00428465","1998-09-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  140",",,0,0800","    0","P,,0","    0","P,,0,","  222",",,0","  106",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00428465","1998-09-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   13",",,0,0800","    0","P,,0","    0","P,,0,","  183",",,0","  111",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00428465","1998-09-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","    0","P,,0","    0","P,,0,","  172",",,0","   94",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00428465","1998-09-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  178",",,0","   67",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00428465","1998-09-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00428465","1998-09-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  222",",,0","   67",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00428465","1998-09-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  122",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00428465","1998-09-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  228",",,0","  117",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00428465","1998-09-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  233",",,0","  122",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00428465","1998-09-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  228",",,0","   72",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-09-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  167",",,0","   78",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00428465","1998-09-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    0","P,,0","    0","P,,0,","  106",",,0","   50",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","1998-09-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   79",",,0,0800","    0","P,,0","    0","P,,0,","  111",",,0","   44",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00428465","1998-09-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0","    0","P,,0,","  150",",,0","   72",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00428465","1998-09-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    0","P,,0","    0","P,,0,","  150",",,0","   72",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-09-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  183",",,0","   72",",,0",,,,,,,,,"   94",",,0,0800",,,,,,
"USC00428465","1998-09-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  139",",,0","   78",",,0",,,,,,,,,"   94",",,0,0800",,,,,,
"USC00428465","1998-09-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    0","P,,0","    0","P,,0,","  167",",,0","   78",",,0",,,,,,,,,"   83",",,0,0800",,,,,,
"USC00428465","1998-09-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  194",",,0","   83",",,0",,,,,,,,,"   83",",,0,0800",,,,,,
"USC00428465","1998-09-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  194",",,0","   83",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00428465","1998-09-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   18",",,0,0800","    0","P,,0","    0","P,,0,","  206",",,0","   94",",,0",,,,,,,,,"  106",",,0,0800",,,,,,
"USC00428465","1998-10-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"  172",",,0","   67",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-10-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  170",",,0,0800","    0","P,,0",,,"  139",",,0","   22",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-10-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","    0","P,,0",,,"  144",",,0","   22",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00428465","1998-10-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    3",",,0",,,"   50",",,0","   -6",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00428465","1998-10-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    3",",,0",,,"   44",",,0","  -22",",,0","    2",",,0",,,"   41",",,0",,,"  -22",",,0,0800",,,,,,
"USC00428465","1998-10-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   67",",,0","  -22",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","1998-10-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  106",",,0","    6",",,0",,,,,,,,,"   61",",,0,0800",,,,,,
"USC00428465","1998-10-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  161",",,0","   61",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00428465","1998-10-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  167",",,0","   44",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","1998-10-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  150",",,0","   44",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00428465","1998-10-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  128",",,0","    6",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","1998-10-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  139",",,0","   39",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00428465","1998-10-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  172",",,0","   61",",,0",,,,,,,,,"  128",",,0,0800",,,,,,
"USC00428465","1998-10-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  183",",,0","   44",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","1998-10-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  144",",,0","   44",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00428465","1998-10-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   48",",,0,0800","    3",",,0",,,"   89",",,0","  -11",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","1998-10-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   10",",,0,0800","    3",",,0",,,"    6",",,0","  -11",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","1998-10-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   56",",,0","  -22",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","1998-10-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   83",",,0","  -11",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","1998-10-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  106",",,0","   11",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00428465","1998-10-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  106",",,0","   11",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","1998-10-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  283",",S,0","   17",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00428465","1998-10-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"  278",",S,0","   33",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","1998-10-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"   94",",,0","   22",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","1998-10-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  119",",,0,0800","    0","P,,0",,,"  128",",,0","   11",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","1998-10-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   66",",,0,0800","    0","P,,0",,,"   67",",,0","   39",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","1998-10-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","    0","P,,0",,,"   89",",,0","   50",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-10-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   94",",,0","   28",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00428465","1998-10-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   15",",,0,0800","    0","P,,0",,,"   72",",,0","   28",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","1998-10-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  140",",,0,0800","    0","P,,0",,,"   72",",,0","    6",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-10-31","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"   56",",,0","   22",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","1998-11-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","   56",",,0","    0",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00428465","1998-11-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","   72",",,0","   22",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-11-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   56",",,0,0800","    3",",,0","    0","P,,0,","   33",",,0","  -11",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00428465","1998-11-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","   17",",,0","  -50",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","1998-11-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","   33",",,0","  -44",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","1998-11-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   41",",,0,0800","   48",",,0",,,"   56",",,0","  -33",",,0",,,,,,,,,"  -28",",,0,0800",,,,,,
"USC00428465","1998-11-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  -11",",,0","  -67",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00428465","1998-11-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  310",",,0,0800","  297",",,0",,,"   11",",,0","  -50",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00428465","1998-11-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   15",",,0,0800","    0","T,,0",,,"   11",",,0","  -89",",,0",,,,,,,,," -122",",I,0,0800",,,,,,
"USC00428465","1998-11-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   61",",,0,0800","   69",",,0",,,"  -33",",,0","  -89",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","1998-11-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  -39",",,0","  -56",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","1998-11-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   -6",",,0","  -72",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00428465","1998-11-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -17",",,0","  -67",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","1998-11-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0",",,0,0800","    0","P,,0",,,"   22",",,0","  -50",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-11-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0",",,0,0800","    0","P,,0",,,"   94",",,0","   22",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-11-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,,,,,"  100",",,0","  -17",",,0","    3",",,0","    3",",,0","   25",",,0","   23",",,0","  -11",",,0,0800",,,,,,
"USC00428465","1998-11-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0",",,0,0800","    0",",,0",,,"   17",",,0","  -56",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","1998-11-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"   -6",",,0","  -72",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00428465","1998-11-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   78",",,0","  -67",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","1998-11-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0",",,0",,,"  106",",,0","   56",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","1998-11-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"   56",",,0","    6",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","1998-11-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  122",",,0","  -33",",,0","    7",",,0",,,"   81",",,0",,,"   22",",,0,0800",,,,,,
"USC00428465","1998-11-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00428465","1998-12-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   94",",,0","  -33",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00428465","1998-12-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,,,,,,,,,,,,,"   28",",,0,0800",,,,,,
"USC00428465","1998-12-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   72",",,0","   28",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","1998-12-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   28",",,0,0800","    0","T,,0",,,"  133",",,0","    6",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","1998-12-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  163",",,0,0800","  137",",,0",,,"   22",",,0"," -106",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00428465","1998-12-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -78",",,0"," -133",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00428465","1998-12-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -61",",,0"," -128",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00428465","1998-12-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","   15",",,0",,,"  -67",",,0"," -117",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00428465","1998-12-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   71",",,0,0800","  137",",,0",,,"  -22",",,0","  -94",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00428465","1998-12-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -72",",,0"," -128",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00428465","1998-12-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -61",",,0"," -128",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00428465","1998-12-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   -6",",,0","  -61",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","1998-12-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00428465","1998-12-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   67",",,0","  -39",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-12-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -33",",,0",,,,,,,,,"  -28",",,0,0800",,,,,,
"USC00428465","1998-12-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   22",",,0","  -39",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00428465","1998-12-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   22",",,0","  -33",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00428465","1998-12-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   33",",,0","  -28",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","1998-12-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   28",",,0,0800",,,,,"   22",",,0","  -94",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00428465","1998-12-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   84",",,0,0800","  211",",,0",,,"  -89",",,0"," -161",",,0",,,,,,,,," -161",",,0,0800",,,,,,
"USC00428465","1998-12-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","   13",",,0",,," -128",",,0"," -211",",,0",,,,,,,,," -200",",,0,0800",,,,,,
"USC00428465","1998-12-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,," -161",",,0"," -200",",,0",,,,,,,,," -183",",,0,0800",,,,,,
"USC00428465","1998-12-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,," -139",",,0"," -200",",,0",,,,,,,,," -183",",,0,0800",,,,,,
"USC00428465","1998-12-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,," -100",",,0"," -189",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00428465","1998-12-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0"," -111",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","1998-12-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   33",",,0","  -44",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
